Date,AAPL,AMZN,BAC,CVX,JNJ,JPM,MSFT,NEE,NEM,PG,SH,SPY,TGT,TSLA,WMT,XOM
2023-03-15,152.99000549316406,96.19999694824219,28.489999771118164,153.8000030517578,154.35000610351562,128.25999450683594,265.44000244140625,75.5199966430664,46.11000061035156,141.8300018310547,15.90999984741211,389.2799987792969,159.1300048828125,180.4499969482422,46.54666519165039,101.62000274658203
2023-03-16,155.85000610351562,100.04000091552734,28.969999313354492,154.2899932861328,154.02999877929688,130.75,276.20001220703125,76.2300033569336,45.779998779296875,142.88999938964844,15.640000343322754,396.1099853515625,163.0500030517578,184.1300048828125,46.09333419799805,101.02999877929688
2023-03-17,155.0,98.94999694824219,27.81999969482422,152.33999633789062,152.3800048828125,125.80999755859375,279.42999267578125,75.66999816894531,48.16999816894531,142.92999267578125,15.829999923706055,389.989990234375,159.36000061035156,180.1300048828125,46.46666717529297,99.83999633789062
2023-03-20,157.39999389648438,97.70999908447266,27.75,154.5800018310547,153.88999938964844,127.13999938964844,272.2300109863281,75.97000122070312,47.81999969482422,145.1300048828125,15.680000305175781,393.739990234375,163.24000549316406,183.25,46.96666717529297,102.44999694824219
2023-03-21,159.27999877929688,100.61000061035156,28.59000015258789,159.30999755859375,153.88999938964844,130.5500030517578,273.7799987792969,75.36000061035156,46.599998474121094,144.0800018310547,15.479999542236328,398.9100036621094,162.7100067138672,197.5800018310547,46.80666732788086,107.04000091552734
2023-03-22,157.8300018310547,98.69999694824219,27.639999389648438,156.07000732421875,151.0500030517578,127.18000030517578,272.2900085449219,74.12999725341797,46.63999938964844,143.99000549316406,15.609999656677246,392.1099853515625,157.47000122070312,191.14999389648438,46.50666809082031,104.58999633789062
2023-03-23,158.92999267578125,98.70999908447266,26.969999313354492,154.52000427246094,151.1300048828125,126.83999633789062,277.6600036621094,73.80999755859375,47.790000915527344,143.7899932861328,15.59000015258789,393.1700134277344,156.1199951171875,192.22000122070312,46.883331298828125,103.41000366210938
2023-03-24,160.25,98.12999725341797,27.139999389648438,156.05999755859375,152.64999389648438,124.91000366210938,280.57000732421875,75.69000244140625,48.54999923706055,146.72000122070312,15.5,395.75,156.22000122070312,190.41000366210938,47.266666412353516,103.52999877929688
2023-03-27,158.27999877929688,98.04000091552734,28.489999771118164,157.64999389648438,153.3000030517578,128.49000549316406,276.3800048828125,75.44000244140625,48.209999084472656,145.9499969482422,15.470000267028809,396.489990234375,159.3800048828125,191.80999755859375,48.05666732788086,105.80000305175781
2023-03-28,157.64999389648438,97.23999786376953,28.1200008392334,159.49000549316406,151.82000732421875,128.8800048828125,275.2300109863281,75.23999786376953,48.65999984741211,146.36000061035156,15.5,395.6000061035156,159.77000427246094,189.19000244140625,47.869998931884766,107.12000274658203
2023-03-29,160.77000427246094,100.25,28.670000076293945,160.86000061035156,153.30999755859375,129.13999938964844,280.510009765625,76.11000061035156,48.34000015258789,146.80999755859375,15.289999961853027,401.3500061035156,158.11000061035156,193.8800048828125,48.07666778564453,108.95999908447266
2023-03-30,162.36000061035156,102.0,28.299999237060547,162.38999938964844,153.42999267578125,128.75,284.04998779296875,76.58999633789062,48.84000015258789,147.4499969482422,15.210000038146973,403.70001220703125,160.27000427246094,195.27999877929688,48.55666732788086,109.48999786376953
2023-03-31,164.89999389648438,103.29000091552734,28.600000381469727,163.16000366210938,155.0,130.30999755859375,288.29998779296875,77.08000183105469,49.02000045776367,148.69000244140625,15.0,409.3900146484375,165.6300048828125,207.4600067138672,49.150001525878906,109.66000366210938
2023-04-03,166.1699981689453,102.41000366210938,28.59000015258789,169.9499969482422,156.85000610351562,130.16000366210938,287.2300109863281,76.66999816894531,49.470001220703125,149.50999450683594,14.930000305175781,410.95001220703125,166.05999755859375,194.77000427246094,49.563331604003906,116.12999725341797
2023-04-04,165.6300048828125,103.94999694824219,27.979999542236328,169.0399932861328,158.49000549316406,128.4199981689453,287.17999267578125,77.16000366210938,51.349998474121094,150.22999572753906,15.029999732971191,408.6700134277344,166.0500030517578,192.5800018310547,49.07666778564453,115.0199966430664
2023-04-05,163.75999450683594,101.0999984741211,27.639999389648438,169.8800048828125,165.61000061035156,127.61000061035156,284.3399963378906,78.33000183105469,52.06999969482422,151.25999450683594,15.079999923706055,407.6000061035156,165.24000549316406,185.52000427246094,49.88999938964844,116.98999786376953
2023-04-06,164.66000366210938,102.05999755859375,27.84000015258789,167.64999389648438,165.14999389648438,127.47000122070312,291.6000061035156,78.97000122070312,52.04999923706055,152.22000122070312,15.029999732971191,409.19000244140625,165.5800018310547,185.05999755859375,50.266666412353516,115.05000305175781
2023-04-10,162.02999877929688,102.16999816894531,27.940000534057617,168.2899932861328,164.32000732421875,127.88999938964844,289.3900146484375,78.43000030517578,51.09000015258789,150.9600067138672,15.010000228881836,409.6099853515625,169.0,184.50999450683594,50.16999816894531,114.54000091552734
2023-04-11,160.8000030517578,99.91999816894531,28.709999084472656,169.22000122070312,164.27000427246094,128.52000427246094,282.8299865722656,78.33999633789062,49.91999816894531,150.66000366210938,15.010000228881836,409.7200012207031,169.5800018310547,186.7899932861328,50.02333450317383,115.3499984741211
2023-04-12,160.10000610351562,97.83000183105469,28.479999542236328,169.82000732421875,163.9199981689453,128.5,283.489990234375,78.58999633789062,49.709999084472656,151.07000732421875,15.079999923706055,408.04998779296875,163.50999450683594,180.5399932861328,49.779998779296875,115.2300033569336
2023-04-13,165.55999755859375,102.4000015258789,28.559999465942383,172.08999633789062,166.11000061035156,128.99000549316406,289.8399963378906,78.8499984741211,51.02000045776367,151.77000427246094,14.880000114440918,413.4700012207031,163.27000427246094,185.89999389648438,49.83000183105469,115.7699966430664
2023-04-14,165.2100067138672,102.51000213623047,29.520000457763672,172.44000244140625,165.83999633789062,138.72999572753906,286.1400146484375,78.0199966430664,49.52000045776367,151.0,14.920000076293945,412.4599914550781,161.0,185.0,49.49333190917969,116.05000305175781
2023-04-17,165.22999572753906,102.73999786376953,30.3700008392334,170.9199981689453,165.6699981689453,139.8300018310547,288.79998779296875,78.54000091552734,48.470001220703125,151.0500030517578,14.880000114440918,413.94000244140625,162.6999969482422,187.0399932861328,49.84000015258789,114.69999694824219
2023-04-18,166.47000122070312,102.30000305175781,30.559999465942383,170.52000427246094,161.00999450683594,141.39999389648438,288.3699951171875,78.30000305175781,48.86000061035156,151.2100067138672,14.859999656677246,414.2099914550781,162.39999389648438,184.30999755859375,49.95000076293945,116.94000244140625
2023-04-19,167.6300048828125,104.30000305175781,30.059999465942383,170.67999267578125,162.52999877929688,141.22000122070312,288.45001220703125,78.94000244140625,48.2599983215332,151.24000549316406,14.859999656677246,414.1400146484375,162.50999450683594,180.58999633789062,50.003334045410156,116.56999969482422
2023-04-20,166.64999389648438,103.80999755859375,29.899999618530273,169.85000610351562,163.5800018310547,140.80999755859375,286.1099853515625,78.75,47.880001068115234,150.85000610351562,14.970000267028809,411.8800048828125,160.27999877929688,162.99000549316406,50.323333740234375,115.63999938964844
2023-04-21,165.02000427246094,106.95999908447266,29.8700008392334,169.1199951171875,162.69000244140625,140.5399932861328,285.760009765625,78.98999786376953,47.619998931884766,156.07000732421875,14.949999809265137,412.20001220703125,162.17999267578125,165.0800018310547,50.57666778564453,116.01000213623047
2023-04-24,165.3300018310547,106.20999908447266,29.760000228881836,171.47999572753906,163.67999267578125,140.72999572753906,281.7699890136719,79.04000091552734,48.02000045776367,156.35000610351562,14.9399995803833,412.6300048828125,163.94000244140625,162.5500030517578,50.91999816894531,118.19999694824219
2023-04-25,163.77000427246094,102.56999969482422,28.84000015258789,168.99000549316406,165.17999267578125,137.6699981689453,275.4200134277344,77.81999969482422,48.20000076293945,156.38999938964844,15.180000305175781,406.0799865722656,157.61000061035156,160.6699981689453,50.52333450317383,116.5199966430664
2023-04-26,163.75999450683594,104.9800033569336,28.440000534057617,165.97999572753906,162.6199951171875,135.22999572753906,295.3699951171875,74.06999969482422,47.150001525878906,154.5800018310547,15.239999771118164,404.3599853515625,155.4499969482422,153.75,50.3033332824707,115.44999694824219
2023-04-27,168.41000366210938,109.81999969482422,28.889999389648438,166.9499969482422,163.0,137.0500030517578,304.8299865722656,75.8499984741211,48.27000045776367,156.47000122070312,14.960000038146973,412.4100036621094,158.14999389648438,160.19000244140625,50.459999084472656,116.83000183105469
2023-04-28,169.67999267578125,105.44999694824219,29.280000686645508,168.5800018310547,163.6999969482422,138.24000549316406,307.260009765625,76.62999725341797,47.400001525878906,156.3800048828125,14.829999923706055,415.92999267578125,157.75,164.30999755859375,50.323333740234375,118.33999633789062
2023-05-01,169.58999633789062,102.05000305175781,29.040000915527344,167.24000549316406,163.60000610351562,141.1999969482422,305.55999755859375,76.80000305175781,46.93000030517578,156.57000732421875,14.84000015258789,415.510009765625,157.1199951171875,161.8300018310547,50.529998779296875,114.66999816894531
2023-05-02,168.5399932861328,103.62999725341797,28.15999984741211,160.0399932861328,165.02999877929688,138.9199981689453,305.4100036621094,75.94000244140625,48.060001373291016,156.42999267578125,15.029999732971191,410.8399963378906,155.72000122070312,160.30999755859375,50.393333435058594,110.0999984741211
2023-05-03,167.4499969482422,103.6500015258789,27.860000610351562,156.8300018310547,162.8699951171875,135.97999572753906,304.3999938964844,75.38999938964844,47.4900016784668,156.22999572753906,15.130000114440918,408.0199890136719,154.57000732421875,160.61000061035156,50.206668853759766,107.93000030517578
2023-05-04,165.7899932861328,104.0,26.989999771118164,156.22000122070312,162.1300048828125,134.1199951171875,305.4100036621094,75.51000213623047,49.40999984741211,155.50999450683594,15.25,405.1300048828125,152.52999877929688,161.1999969482422,50.15666580200195,106.04000091552734
2023-05-05,173.57000732421875,105.66000366210938,27.709999084472656,160.2100067138672,162.67999267578125,136.74000549316406,310.6499938964844,75.51000213623047,48.720001220703125,156.02999877929688,14.970000267028809,412.6300048828125,156.3000030517578,170.05999755859375,50.59000015258789,108.68000030517578
2023-05-08,173.5,105.83000183105469,27.690000534057617,159.5800018310547,162.30999755859375,137.07000732421875,308.6499938964844,76.05999755859375,48.290000915527344,155.3000030517578,14.970000267028809,412.739990234375,156.5,171.7899932861328,50.90666580200195,109.11000061035156
2023-05-09,171.77000427246094,106.62000274658203,27.65999984741211,159.1199951171875,161.0500030517578,136.41000366210938,307.0,75.58000183105469,48.150001525878906,153.7100067138672,15.029999732971191,410.92999267578125,157.4199981689453,169.14999389648438,50.99333190917969,109.13999938964844
2023-05-10,173.55999755859375,110.19000244140625,27.31999969482422,157.08999633789062,161.64999389648438,136.47999572753906,312.30999755859375,76.88999938964844,47.810001373291016,154.02999877929688,14.970000267028809,412.8500061035156,157.72999572753906,168.5399932861328,50.849998474121094,107.73999786376953
2023-05-11,173.75,112.18000030517578,27.389999389648438,156.22000122070312,160.99000549316406,136.0500030517578,310.1099853515625,76.0999984741211,45.880001068115234,154.38999938964844,15.0,412.1300048828125,158.8699951171875,172.0800018310547,51.040000915527344,105.79000091552734
2023-05-12,172.57000732421875,110.26000213623047,27.09000015258789,156.6199951171875,160.77999877929688,134.10000610351562,308.9700012207031,77.95999908447266,45.939998626708984,155.9600067138672,15.029999732971191,411.5899963378906,157.99000549316406,167.97999572753906,51.02333450317383,105.77999877929688
2023-05-15,172.07000732421875,111.19999694824219,27.649999618530273,157.1999969482422,159.5500030517578,135.22999572753906,309.4599914550781,77.54000091552734,47.09000015258789,156.00999450683594,14.979999542236328,413.010009765625,160.57000732421875,166.35000610351562,50.62666702270508,105.06999969482422
2023-05-16,172.07000732421875,113.4000015258789,27.360000610351562,153.50999450683594,159.33999633789062,134.32000732421875,311.739990234375,75.83999633789062,45.119998931884766,155.74000549316406,15.079999923706055,410.25,156.91000366210938,166.52000427246094,49.926666259765625,102.5199966430664
2023-05-17,172.69000244140625,115.5,28.56999969482422,155.7100067138672,158.99000549316406,138.4499969482422,314.0,75.33999633789062,44.75,155.0800018310547,14.899999618530273,415.2300109863281,160.9600067138672,173.86000061035156,49.84333419799805,104.81999969482422
2023-05-18,175.0500030517578,118.1500015258789,28.469999313354492,154.00999450683594,158.47999572753906,139.5,318.5199890136719,75.0999984741211,43.27000045776367,152.52999877929688,14.770000457763672,419.2300109863281,154.17999267578125,176.88999938964844,50.4900016784668,105.7699966430664
2023-05-19,175.16000366210938,116.25,28.110000610351562,155.22999572753906,158.91000366210938,139.17999267578125,318.3399963378906,74.4800033569336,43.65999984741211,153.1699981689453,14.789999961853027,418.6199951171875,152.27999877929688,180.13999938964844,49.970001220703125,106.26000213623047
2023-05-22,174.1999969482422,115.01000213623047,28.34000015258789,152.44000244140625,156.8699951171875,138.02999877929688,321.17999267578125,74.58000183105469,43.33000183105469,149.16000366210938,14.789999961853027,418.7900085449219,151.91000366210938,188.8699951171875,49.529998779296875,104.97000122070312
2023-05-23,171.55999755859375,114.98999786376953,28.579999923706055,156.85000610351562,156.80999755859375,136.58999633789062,315.260009765625,74.16000366210938,42.4900016784668,147.5500030517578,14.960000038146973,414.0899963378906,147.16000366210938,185.77000427246094,49.436668395996094,106.4000015258789
2023-05-24,171.83999633789062,116.75,28.100000381469727,157.27000427246094,156.66000366210938,135.33999633789062,313.8500061035156,74.23999786376953,41.810001373291016,146.3300018310547,15.069999694824219,411.0899963378906,143.10000610351562,182.89999389648438,49.209999084472656,107.58999633789062
2023-05-25,172.99000549316406,115.0,28.170000076293945,154.55999755859375,154.41000366210938,135.6699981689453,325.9200134277344,73.38999938964844,40.63999938964844,145.38999938964844,14.949999809265137,414.6499938964844,140.75,184.47000122070312,48.720001220703125,105.66000366210938
2023-05-26,175.42999267578125,120.11000061035156,28.309999465942383,154.0800018310547,154.35000610351562,136.94000244140625,332.8900146484375,73.91999816894531,40.68000030517578,145.39999389648438,14.770000457763672,420.0199890136719,138.92999267578125,193.1699981689453,48.80666732788086,104.97000122070312
2023-05-30,177.3000030517578,121.66000366210938,28.260000228881836,153.1199951171875,154.3699951171875,137.4600067138672,331.2099914550781,72.69000244140625,40.400001525878906,143.17999267578125,14.770000457763672,420.17999267578125,133.83999633789062,201.16000366210938,48.686668395996094,104.04000091552734
2023-05-31,177.25,120.58000183105469,27.790000915527344,150.6199951171875,155.05999755859375,135.7100067138672,328.3900146484375,73.45999908447266,40.54999923706055,142.5,14.859999656677246,417.8500061035156,130.92999267578125,203.92999267578125,48.956668853759766,102.18000030517578
2023-06-01,180.08999633789062,122.7699966430664,27.780000686645508,152.16000366210938,154.5399932861328,137.5800018310547,332.5799865722656,72.95999908447266,42.470001220703125,143.9600067138672,14.720000267028809,421.82000732421875,131.16000366210938,207.52000427246094,49.13666534423828,103.36000061035156
2023-06-02,180.9499969482422,124.25,28.709999084472656,156.25999450683594,156.97000122070312,140.47000122070312,335.3999938964844,73.8499984741211,42.09000015258789,146.52000427246094,14.520000457763672,427.9200134277344,133.22000122070312,213.97000122070312,49.606666564941406,105.76000213623047
2023-06-05,179.5800018310547,125.30000305175781,28.540000915527344,155.50999450683594,158.32000732421875,139.08999633789062,335.94000244140625,73.58999633789062,41.91999816894531,145.94000244140625,14.539999961853027,427.1000061035156,130.60000610351562,217.61000061035156,49.93333435058594,105.29000091552734
2023-06-06,179.2100067138672,126.61000061035156,29.229999542236328,155.7899932861328,158.17999267578125,139.33999633789062,333.67999267578125,73.37999725341797,41.9900016784668,144.49000549316406,14.510000228881836,428.0299987792969,132.6999969482422,221.30999755859375,49.926666259765625,106.1500015258789
2023-06-07,177.82000732421875,121.2300033569336,29.479999542236328,159.8300018310547,158.52000427246094,140.69000244140625,323.3800048828125,74.16999816894531,41.900001525878906,144.8000030517578,14.569999694824219,426.54998779296875,131.75,224.57000732421875,50.0,108.52999877929688
2023-06-08,180.57000732421875,124.25,29.229999542236328,159.24000549316406,160.25999450683594,140.72999572753906,325.260009765625,74.9000015258789,42.040000915527344,146.44000244140625,14.489999771118164,429.1300048828125,131.27000427246094,234.86000061035156,50.723331451416016,108.19000244140625
2023-06-09,180.9600067138672,123.43000030517578,29.270000457763672,158.86000061035156,160.00999450683594,141.00999450683594,326.7900085449219,74.06999969482422,41.459999084472656,146.55999755859375,14.470000267028809,429.8999938964844,126.98999786376953,244.39999389648438,51.029998779296875,107.38999938964844
2023-06-12,183.7899932861328,126.56999969482422,29.1299991607666,157.3300018310547,159.89999389648438,141.0,331.8500061035156,73.9800033569336,42.040000915527344,145.41000366210938,14.34000015258789,433.79998779296875,126.4800033569336,249.8300018310547,51.366668701171875,106.41999816894531
2023-06-13,183.30999755859375,126.66000366210938,29.399999618530273,158.50999450683594,160.74000549316406,142.02000427246094,334.2900085449219,74.3499984741211,42.439998626708984,145.05999755859375,14.25,436.6600036621094,128.72000122070312,258.7099914550781,51.766666412353516,106.44000244140625
2023-06-14,183.9499969482422,126.41999816894531,29.1200008392334,157.08999633789062,161.55999755859375,141.49000549316406,337.3399963378906,73.4000015258789,42.099998474121094,146.4199981689453,14.25,437.17999267578125,133.22999572753906,256.7900085449219,52.290000915527344,105.16000366210938
2023-06-15,186.00999450683594,127.11000061035156,29.3700008392334,158.27999877929688,163.72999572753906,143.08999633789062,348.1000061035156,74.36000061035156,42.70000076293945,148.4499969482422,14.079999923706055,442.6000061035156,137.83999633789062,255.89999389648438,52.57666778564453,105.88999938964844
2023-06-16,184.9199981689453,125.48999786376953,29.190000534057617,157.25999450683594,164.22999572753906,143.25999450683594,342.3299865722656,75.58999633789062,43.83000183105469,149.5399932861328,14.130000114440918,439.4599914550781,133.80999755859375,260.5400085449219,51.84333419799805,105.12999725341797
2023-06-20,185.00999450683594,125.77999877929688,28.8700008392334,153.67999267578125,164.1300048828125,142.52999877929688,338.04998779296875,74.76000213623047,43.099998474121094,148.16000366210938,14.210000038146973,437.17999267578125,132.72000122070312,274.45001220703125,51.38666534423828,102.72000122070312
2023-06-21,183.9600067138672,124.83000183105469,28.56999969482422,154.8800048828125,163.8800048828125,142.32000732421875,333.55999755859375,75.77999877929688,42.58000183105469,149.44000244140625,14.109999656677246,434.94000244140625,133.22000122070312,259.4599914550781,51.48666763305664,103.87000274658203
2023-06-22,187.0,130.14999389648438,27.959999084472656,152.63999938964844,165.6199951171875,139.5800018310547,339.7099914550781,75.12999725341797,42.150001525878906,149.9499969482422,14.0600004196167,436.510009765625,132.38999938964844,264.6099853515625,51.91666793823242,103.30000305175781
